episode,stage_index,stage_name,goal_x,goal_y,goal_yaw,goal_mode,local_goal_dx,local_goal_dy,local_goal_dyaw,start_x,start_y,start_yaw,episode_reward,success,collision,timeout,path_length,min_obstacle_distance,initial_DG,final_DG,min_DG,goal_progress,steps,rolling_success_rate,rolling_collision_rate,rolling_avg_steps,rolling_avg_reward,stage_status,actor_loss,critic_loss,alpha
138,4,local_sharp_left_08,-1.249934179874436,-0.14999803697460296,2.3388162190654257e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.8632740983326,True,False,False,0.48876938673434844,0.46014925837516785,0.8276472678623426,0.3495132079586993,0.3495132079586993,0.47813405990364327,51,1.0,0.0,52.26315789473684,1017.5628868930595,running,0.0,146.3323974609375,0.2528229355812073
139,4,local_sharp_left_08,-1.2499341506252786,-0.14999803213798069,2.347502357429601e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.1919920798559,True,False,False,0.5044374119403805,0.44906604290008545,0.8276472678623423,0.34181572138652283,0.34181572138652283,0.4858315464758195,51,1.0,0.0,52.2,1017.5443421523994,running,-674.2803344726562,1961.8470458984375,0.2512422502040863
140,4,local_sharp_left_08,-1.2499319752008908,-0.14999804454499355,2.1624677287181623e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1016.9566251011244,True,False,False,0.4925673657753101,0.4548855721950531,0.8276472678623426,0.3472153585095048,0.3472153585095048,0.48043190935283775,53,1.0,0.0,52.3,1017.5173947554765,running,0.0,98.0573501586914,0.2493472546339035
141,4,local_sharp_left_08,-2.384981832049794,-1.7170107607692413,-2.237449272482801,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,-445.87425640038265,False,False,True,2.7546481267335663,0.12102591246366501,0.8276472678623424,0.5698219345440888,0.5647957175847379,0.25782533331825364,250,0.95,0.0,62.2,944.3480350218409,running,0.0,149.68670654296875,0.2449193298816681
142,4,local_sharp_left_08,-1.249931905752611,-0.14999802934541495,2.1876276555059185e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.5700211955926,True,False,False,0.49883248404949065,0.447339802980423,0.8276472678623424,0.34696550435816215,0.34696550435816215,0.4806817635041803,53,0.95,0.0,62.3,944.3462556526063,running,-661.0317993164062,122.50537109375,0.24437102675437927
143,4,local_sharp_left_08,-1.2499320016702706,-0.14999804123572164,2.1646212508214367e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.3445158220109,True,False,False,0.5051153631743341,0.4550929069519043,0.8276472678623424,0.34638458919389076,0.34638458919389076,0.4812626786684517,55,0.95,0.0,62.5,944.3445614266136,running,0.0,115.88447570800781,0.24379417300224304
144,4,local_sharp_left_08,-1.2499320032659005,-0.1499979548401097,2.2782072995972217e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.7838175495995,True,False,False,0.500840917471853,0.4502233862876892,0.8276472678623426,0.3424490036322394,0.3424490036322394,0.48519826423010315,54,0.95,0.0,62.5,944.3321706158551,running,0.0,154.03366088867188,0.24353167414665222
145,4,local_sharp_left_08,-1.2499319919343879,-0.1499980107853816,2.1961588857592986e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.0148598244771,True,False,False,0.5007118992852294,0.46109190583229065,0.8276472678623426,0.34582312345754773,0.34582312345754773,0.4818241444047948,52,0.95,0.0,62.4,944.324080838673,running,0.0,173.69613647460938,0.2423650175333023
146,4,local_sharp_left_08,-1.2499319750618432,-0.1499980341345668,2.1573373320715726e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.3587348992664,True,False,False,0.5063087946959537,0.4581564664840698,0.8276472678623423,0.3423797823010304,0.3423797823010304,0.48526748556131194,53,0.95,0.0,62.4,944.3420235377325,running,-667.32958984375,94.93865966796875,0.24059581756591797
147,4,local_sharp_left_08,-1.2499319854385074,-0.14999798735368874,2.2394123139568e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.2513238124499,True,False,False,0.49997622187622154,0.456547349691391,0.8276472678623426,0.34598913521422253,0.34598913521422253,0.48165813264812,56,0.95,0.0,62.7,944.3712887891243,running,-675.7075805664062,335.0622253417969,0.238876610994339
148,4,local_sharp_left_08,-1.2499320018638207,-0.14999801970909488,2.192058633798481e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.740903369294,True,False,False,0.49544398258516914,0.44788581132888794,0.8276472678623426,0.34287685028732573,0.34287685028732573,0.4847704175750168,52,0.95,0.0,62.65,944.3958197097884,running,-649.5115356445312,325.39739990234375,0.23491694033145905
149,4,local_sharp_left_08,-1.249931984605742,-0.14999804674892353,2.157800996912685e-06,local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1016.7191373387353,True,False,False,0.506614227355329,0.4704533517360687,0.8276472678623426,0.34648625942416306,0.34648625942416306,0.4811610084381795,52,0.95,0.0,62.5,944.3160736100184,promoted,-660.2988891601562,99.83589935302734,0.2324722856283188
150,5,local_sharp_right_08,-1.249930426604639,-0.8499979985060802,2.2134674724828437e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.9656026945019,True,False,False,0.50835257611094,0.4833175837993622,0.8276472678623424,0.3455809673351851,0.3455809673351851,0.4820663005271573,54,1.0,0.0,54.0,1016.9656026945019,running,-651.1408081054688,156.00732421875,0.23135104775428772
151,5,local_sharp_right_08,-1.2499304026898659,-0.8499979614141302,2.2593034782591864e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.4266595772141,True,False,False,0.4997198485525496,0.4885404109954834,0.8276472678623426,0.34793389729076263,0.34793389729076263,0.4797133705715799,51,1.0,0.0,52.5,1016.696131135858,running,0.0,101.40625762939453,0.23073706030845642
152,5,local_sharp_right_08,-1.2499304746887308,-0.8499980529072388,2.145087422310555e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1017.0879348421223,True,False,False,0.5011007879538175,0.49542418122291565,0.8276472678623426,0.3438240348162386,0.3438240348162386,0.483823233046104,52,1.0,0.0,52.333333333333336,1016.8267323712794,running,0.0,118.61614990234375,0.2310435175895691
153,5,local_sharp_right_08,-1.2499304416957382,-0.8499980166663368,2.189508670404947e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.9575609976037,True,False,False,0.49081360738638924,0.4928114414215088,0.8276472678623424,0.3483130136632775,0.3483130136632775,0.47933425419906495,49,1.0,0.0,51.5,1016.8594395278604,running,-681.0709228515625,148.913330078125,0.23090128600597382
154,5,local_sharp_right_08,-1.2499304649058909,-0.8499980177436972,2.1945196229566337e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1017.1195226077615,True,False,False,0.4944060321296183,0.4744650721549988,0.8276472678623423,0.3477917867612553,0.3477917867612553,0.47985548110108706,53,1.0,0.0,51.8,1016.9114561438406,running,0.0,110.86944580078125,0.23109476268291473
155,5,local_sharp_right_08,-1.24993597165379,-0.8499979986050166,2.2211825048796366e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1017.3149478030375,True,False,False,0.49011752799813346,0.48865389823913574,0.8276472678623424,0.3483219350093959,0.3483219350093959,0.47932533285294654,51,1.0,0.0,51.666666666666664,1016.9787047537067,running,-652.2850952148438,321.07220458984375,0.22980603575706482
156,5,local_sharp_right_08,-1.2499304023457314,-0.84999796505386,2.263804212801082e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1017.1769936736056,True,False,False,0.49635359849007865,0.4841674864292145,0.8276472678623424,0.3471650669253405,0.3471650669253405,0.48048220093700195,53,1.0,0.0,51.857142857142854,1017.0070317422636,running,0.0,149.47378540039062,0.22830410301685333
157,5,local_sharp_right_08,-1.2499294686362423,-0.8499981108755238,2.5384646873419724e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1017.3049166032098,True,False,False,0.49364390858469814,0.4805767834186554,0.8276472678623423,0.3459659175527882,0.3459659175527882,0.4816813503095541,50,1.0,0.0,51.625,1017.0442673498819,running,0.0,100.63330078125,0.22663414478302002
158,5,local_sharp_right_08,-1.2499295740930603,-0.8499980263238085,2.493460924931702e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1017.99378816293,True,False,False,0.495630934407707,0.48375993967056274,0.8276472678623424,0.34662888665414804,0.34662888665414804,0.4810183812081944,53,1.0,0.0,51.77777777777778,1017.1497696624428,running,-644.2291870117188,73.41481018066406,0.22481679916381836
159,5,local_sharp_right_08,-1.2499305422466056,-0.8499979725360942,2.1828202762232795e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1017.0210036512337,True,False,False,0.500507013015133,0.4796428382396698,0.8276472678623424,0.3460335449665088,0.3460335449665088,0.48161372289583365,53,1.0,0.0,51.9,1017.136893061322,running,0.0,66.03640747070312,0.2232588827610016
160,5,local_sharp_right_08,-1.2499325484823747,-0.8499980449509827,2.326616999829392e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1017.2816758734645,True,False,False,0.5047554349501596,0.469903826713562,0.8276472678623424,0.34419101717039147,0.34419101717039147,0.483456250691951,55,1.0,0.0,52.18181818181818,1017.1500551351531,running,-666.2540893554688,71.92793273925781,0.22174111008644104
161,5,local_sharp_right_08,-1.2499304019216018,-0.849997975405703,2.2478659137446153e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.3227561858348,True,False,False,0.5045057545998234,0.48117852210998535,0.8276472678623423,0.3473324351636992,0.3473324351636992,0.4803148326986431,52,1.0,0.0,52.166666666666664,1017.0811135560433,running,-660.0103759765625,101.1986083984375,0.22066912055015564
162,5,local_sharp_right_08,-1.2499305581625522,-0.8499980157937455,2.1181416866637836e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.1364543893392,True,False,False,0.5090840879278119,0.4848419427871704,0.8276472678623424,0.34936772059299837,0.34936772059299837,0.4782795472693441,53,1.0,0.0,52.23076923076923,1017.0084474662968,running,0.0,150.53749084472656,0.21998101472854614
163,5,local_sharp_right_08,-1.24993256239119,-0.8499980871528291,2.2651027090043484e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.5478163418251,True,False,False,0.5071302659439229,0.4843962490558624,0.8276472678623424,0.3483989173198257,0.3483989173198257,0.47924835054251674,53,1.0,0.0,52.285714285714285,1016.9755452431202,running,-678.3605346679688,183.59893798828125,0.21868954598903656
164,5,local_sharp_right_08,-1.2499304563867675,-0.8499980089130598,2.1987245449225183e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.6217697622849,True,False,False,0.5205758146847362,0.47121357917785645,0.8276472678623422,0.3407211256012597,0.3407211256012597,0.4869261422610825,53,1.0,0.0,52.333333333333336,1016.9519602110646,running,0.0,87.93599700927734,0.2181614190340042
165,5,local_sharp_right_08,-1.2499325263817485,-0.8499980379488989,2.3368849198897866e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1015.7836020563287,True,False,False,0.5205461118735544,0.4744735360145569,0.8276472678623424,0.34926479975885477,0.34926479975885477,0.47838246810348767,54,1.0,0.0,52.4375,1016.8789378263936,running,0.0,110.59867858886719,0.21718603372573853
166,5,local_sharp_right_08,-1.2499298101392593,-0.8499980148620457,2.3888959694089655e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.5064944226948,True,False,False,0.5208610184751798,0.4769930839538574,0.8276472678623423,0.34392476993674986,0.34392476993674986,0.48372249792559247,55,1.0,0.0,52.588235294117645,1016.857029390882,running,-682.1154174804688,212.90573120117188,0.21542631089687347
167,5,local_sharp_right_08,-1.2499304747965618,-0.8499980268457749,2.180250805647569e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.4159584810128,True,False,False,0.5215804525920573,0.4782543480396271,0.8276472678623424,0.34319304846350457,0.34319304846350457,0.48445421939883787,53,1.0,0.0,52.611111111111114,1016.8325254514447,running,0.0,82.9058837890625,0.21401512622833252
168,5,local_sharp_right_08,-1.2499304321773055,-0.8499979912993738,2.233319521906938e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.1028778060496,True,False,False,0.511140360674109,0.4781912565231323,0.8276472678623424,0.34718982108701657,0.34718982108701657,0.48045744677532587,52,1.0,0.0,52.578947368421055,1016.7941229437923,running,0.0,35.376625061035156,0.21175280213356018
169,5,local_sharp_right_08,-1.2499293443348982,-0.8499983846120049,2.8785508486549007e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.4321041076139,True,False,False,0.5177851676955922,0.4761688709259033,0.8276472678623423,0.3449543189616465,0.3449543189616465,0.4826929489006958,54,1.0,0.0,52.65,1016.7760220019834,running,0.0,111.9478759765625,0.21027196943759918
170,5,local_sharp_right_08,-1.2499304181967186,-0.8499979634728088,2.26677773690558e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.1629418036264,True,False,False,0.5169295690637775,0.4801531434059143,0.8276472678623423,0.34370684526417267,0.34370684526417267,0.48394042259816966,52,1.0,0.0,52.55,1016.7358889574396,running,0.0,124.24278259277344,0.20810122787952423
171,5,local_sharp_right_08,-1.249930468960231,-0.8499980517476335,2.1446047444464e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.9942185858155,True,False,False,0.5027940548541358,0.4849606454372406,0.8276472678623423,0.34475723252797086,0.34475723252797086,0.48289003533437147,54,1.0,0.0,52.7,1016.7642669078698,running,0.0,60.6324462890625,0.20695607364177704
172,5,local_sharp_right_08,-1.2499362089537387,-0.849998134349849,2.1602288449544576e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.7828877434624,True,False,False,0.5073683690059779,0.4892137944698334,0.8276472678623424,0.34483018951543964,0.34483018951543964,0.4828170783469028,54,1.0,0.0,52.8,1016.7490145529367,running,0.0,76.48609161376953,0.20678426325321198
173,5,local_sharp_right_08,-1.2499304058493852,-0.8499979647467888,2.267946473048891e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.1279102421183,True,False,False,0.5039956906507943,0.4863702952861786,0.8276472678623424,0.34824094164222524,0.34824094164222524,0.4794063262201172,51,1.0,0.0,52.9,1016.7075320151625,running,-668.24169921875,73.02139282226562,0.20573067665100098
174,5,local_sharp_right_08,-1.2499304077414197,-0.8499979810860844,2.237800904301161e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1017.4776528286085,True,False,False,0.5021799473490377,0.4841946065425873,0.8276472678623423,0.3418621886241834,0.3418621886241834,0.48578507923815895,52,1.0,0.0,52.85,1016.7254385262047,running,-656.8755493164062,70.56446075439453,0.20520609617233276
175,5,local_sharp_right_08,-1.2499305010510144,-0.8499980275366231,2.1775075240133332e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.9990858345703,True,False,False,0.49496226272644217,0.4832623600959778,0.8276472678623424,0.3486346546067506,0.3486346546067506,0.47901261325559186,51,1.0,0.0,52.85,1016.7096454277814,running,0.0,59.6465950012207,0.20569315552711487
176,5,local_sharp_right_08,-1.249930455622423,-0.8499980227284876,2.191246237213693e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.7600548632374,True,False,False,0.5091729291142512,0.47907063364982605,0.8276472678623424,0.3400653528983203,0.3400653528983203,0.48758191496402215,50,1.0,0.0,52.7,1016.688798487263,running,0.0,80.255126953125,0.2053803950548172
177,5,local_sharp_right_08,-1.2499304000495284,-0.8499979660873721,2.251464835883393e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1017.2809206141111,True,False,False,0.5055996913121152,0.4864855706691742,0.8276472678623426,0.3414763093819699,0.3414763093819699,0.4861709584803727,52,1.0,0.0,52.8,1016.687598687808,running,0.0,122.00436401367188,0.2047046422958374
178,5,local_sharp_right_08,-1.249930474449787,-0.849998022643951,2.184133177807463e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1017.4756733701271,True,False,False,0.4979738644072132,0.4840354323387146,0.8276472678623426,0.3437220667127751,0.3437220667127751,0.48392520114956744,51,1.0,0.0,52.7,1016.6616929481681,running,-656.8495483398438,66.31903076171875,0.2046620100736618
179,5,local_sharp_right_08,-1.2499315305552372,-0.8499982023279805,2.6329676134657616e-06,local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.795354521417,True,False,False,0.5069481655588971,0.4799500107765198,0.8276472678623424,0.3429702966913243,0.3429702966913243,0.48467697117101816,53,1.0,0.0,52.7,1016.6504104916773,promoted,0.0,61.78595733642578,0.20524552464485168
180,6,local_random_offsets,-1.4499306820772935,-0.7499984829531499,2.1437326476057267e-06,random_local_offset,0.55,-0.25,0.0,-2.0,-0.5,0.0,1012.0379801461333,True,False,False,0.2746581216286967,0.49168825149536133,0.6041522986797285,0.343937409581147,0.343937409581147,0.26021488909858154,28,1.0,0.0,28.0,1012.0379801461333,running,0.0,63.76069641113281,0.20548662543296814
181,6,local_random_offsets,-1.5999333274189254,-0.49999883764036995,2.363794096604516e-06,random_local_offset,0.4,0.0,0.0,-2.0,-0.5,0.0,1003.4589713042064,True,False,False,0.060439647260980105,0.4813656806945801,0.4000000000000001,0.34239693691671014,0.34239693691671014,0.05760306308328994,7,1.0,0.0,17.5,1007.7484757251699,running,-678.6498413085938,63.54252624511719,0.20521651208400726
182,6,local_random_offsets,-1.2499304706615117,-0.8499980472502235,2.1444493208917575e-06,random_local_offset,0.75,-0.35,0.0,-2.0,-0.3,0.0,1016.3722673572269,True,False,False,0.508120600074139,0.4834510087966919,0.8276472678623423,0.3439732292172922,0.3439732292172922,0.48367403864505015,51,1.0,0.0,28.666666666666668,1010.6230729358555,running,0.0,47.07489776611328,0.20339202880859375
183,6,local_random_offsets,-1.4499317667266691,-0.2499984121298575,2.275969778447812e-06,random_local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1011.4435596569814,True,False,False,0.2732389941065235,0.4785069525241852,0.6041522986797286,0.34741002207641236,0.34741002207641236,0.2567422766033163,27,1.0,0.0,28.25,1010.828194616137,running,-653.0255126953125,113.23529815673828,0.20308740437030792
184,6,local_random_offsets,-1.199931194279999,-0.49999784225867333,2.2607606825092573e-06,random_local_offset,0.8,0.0,0.0,-1.8,-0.5,0.0,1015.9497734561838,True,False,False,0.4690157418459965,0.48239967226982117,0.8,0.34728211596576725,0.34728211596576725,0.4527178840342328,47,1.0,0.0,32.0,1011.8525103841464,running,0.0,61.95167541503906,0.20258787274360657
185,6,local_random_offsets,-1.2499341799764505,-0.1499980481981848,2.3292704529476243e-06,random_local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.6991480720051,True,False,False,0.4938089720707546,0.45256879925727844,0.8276472678623424,0.3399538770171989,0.3399538770171989,0.4876933908451435,50,1.0,0.0,35.0,1012.8269499987896,running,0.0,85.8726577758789,0.20284530520439148
186,6,local_random_offsets,-1.2499304352138683,-0.8499980174270733,2.1965204859408496e-06,random_local_offset,0.75,-0.35,0.0,-1.8,-0.5,0.0,1016.4612374569232,True,False,False,0.5072963970018467,0.4889892637729645,0.8276472678623426,0.34653989944125374,0.34653989944125374,0.4811073684210888,51,1.0,0.0,37.285714285714285,1013.3461339213801,running,-699.8529663085938,114.61141204833984,0.20202569663524628
187,6,local_random_offsets,-1.2499304404860856,-0.8499979760712073,2.2380053385417315e-06,random_local_offset,0.75,-0.35,0.0,-2.0,-0.3,0.0,1017.472497992553,True,False,False,0.5015690696095669,0.48951002955436707,0.8276472678623423,0.3440589502056233,0.3440589502056233,0.483588317656719,53,1.0,0.0,39.25,1013.8619294302767,running,0.0,111.94381713867188,0.20161090791225433
188,6,local_random_offsets,-1.1999312123511747,-0.4999979393454802,2.1541179006827674e-06,random_local_offset,0.8,0.0,0.0,-2.0,-0.3,0.0,1017.0028809556001,True,False,False,0.4643702999984466,0.48787277936935425,0.8,0.3473492506818443,0.3473492506818443,0.45265074931815574,49,1.0,0.0,40.333333333333336,1014.2109240442015,running,-641.0545043945312,114.20032501220703,0.20106902718544006
189,6,local_random_offsets,-1.1999305552594632,-0.49999781904112267,2.344379184152869e-06,random_local_offset,0.8,0.0,0.0,-2.0,-0.3,0.0,1016.9047792034709,True,False,False,0.47206128460181435,0.4854148328304291,0.8,0.3426562681852581,0.3426562681852581,0.45734373181474197,51,1.0,0.0,41.4,1014.4803095601285,running,0.0,287.28631591796875,0.20015698671340942
190,6,local_random_offsets,-1.3999312153029582,-0.4999983397520297,2.1858451668443835e-06,random_local_offset,0.6,0.0,0.0,-2.0,-0.5,0.0,1012.460193148752,True,False,False,0.2705930970724769,0.4900425374507904,0.6,0.3425407145783081,0.3425407145783081,0.2574592854216919,29,1.0,0.0,40.27272727272727,1014.2966626136397,running,-670.9243774414062,103.24710845947266,0.19950586557388306
191,6,local_random_offsets,-1.2499304577809756,-0.8499980216582892,2.178453535275043e-06,random_local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.3567375918361,True,False,False,0.5052221949062287,0.48454663157463074,0.8276472678623422,0.34673944764283,0.34673944764283,0.4809078202195122,51,1.0,0.0,41.166666666666664,1014.4683355284893,running,0.0,64.63691711425781,0.19731365144252777
192,6,local_random_offsets,-1.249930445518668,-0.8499979970436318,2.2134616737461397e-06,random_local_offset,0.75,-0.35,0.0,-2.0,-0.3,0.0,1016.7440141964415,True,False,False,0.5064725848675464,0.4912407100200653,0.8276472678623423,0.3414804570530075,0.3414804570530075,0.4861668108093348,50,1.0,0.0,41.84615384615385,1014.6433877337165,running,0.0,51.585411071777344,0.19574490189552307
193,6,local_random_offsets,-1.3999312200730274,-0.49999831750905493,2.240653283017683e-06,random_local_offset,0.6,0.0,0.0,-1.8,-0.5,0.0,1012.1003642304298,True,False,False,0.2629253568506997,0.4863399863243103,0.6000000000000001,0.3457823287532124,0.3457823287532124,0.2542176712467877,27,1.0,0.0,40.785714285714285,1014.4617431977674,running,-660.4534912109375,60.371849060058594,0.1951223760843277
194,6,local_random_offsets,-1.599933347992141,-0.49999886841994895,2.2997865020277225e-06,random_local_offset,0.4,0.0,0.0,-1.8,-0.5,0.0,1003.3771372526492,True,False,False,0.060502742096806526,0.48348358273506165,0.3999999999999999,0.3425080503049656,0.3425080503049656,0.057491949695034295,7,1.0,0.0,38.53333333333333,1013.7227694680929,running,0.0,80.95320129394531,0.1949579268693924
195,6,local_random_offsets,-1.2499319770503767,-0.1499980414210051,2.162302078048178e-06,random_local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.9274517734043,True,False,False,0.4979801340107802,0.45887845754623413,0.8276472678623424,0.3398645903382178,0.3398645903382178,0.48778267752412463,51,1.0,0.0,39.3125,1013.9855621121749,running,-684.965087890625,202.5802001953125,0.19408796727657318
196,6,local_random_offsets,-1.2499304021855075,-0.8499979399050034,2.29150102685902e-06,random_local_offset,0.75,-0.35,0.0,-2.0,-0.5,0.0,1016.3818981051749,True,False,False,0.49984004461764237,0.485807865858078,0.8276472678623424,0.349700679258862,0.349700679258862,0.47794658860348044,51,1.0,0.0,40.0,1014.1265230529395,running,0.0,788.3888549804688,0.1956358551979065
197,6,local_random_offsets,-1.449929791503089,-0.7499987820570104,2.779479055289414e-06,random_local_offset,0.55,-0.25,0.0,-1.8,-0.5,0.0,1012.6997758063985,True,False,False,0.2628387186939057,0.48709920048713684,0.6041522986797285,0.34603776386284846,0.34603776386284846,0.25811453481688007,28,1.0,0.0,39.333333333333336,1014.0472593170206,running,0.0,96.4545669555664,0.1959802806377411
198,6,local_random_offsets,-1.2499320070823219,-0.14999793530270927,2.292821281005194e-06,random_local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1016.8615325433587,True,False,False,0.49787271460433735,0.46306920051574707,0.8276472678623423,0.34653602948330303,0.34653602948330303,0.4811112383790393,51,1.0,0.0,39.94736842105263,1014.1953789605121,running,-657.0454711914062,28.586597442626953,0.193534716963768
199,6,local_random_offsets,-1.1999312166929217,-0.4999979421621394,2.1444646724006154e-06,random_local_offset,0.8,0.0,0.0,-2.0,-0.3,0.0,1015.5357463977156,True,False,False,0.48310629104109687,0.4882947504520416,0.8000000000000002,0.34929012258737546,0.34929012258737546,0.4507098774126247,52,1.0,0.0,40.55,1014.2623973323723,running,-638.3075561523438,67.59601593017578,0.19208936393260956
200,6,local_random_offsets,-1.399931200525253,-0.49999833885506556,2.2087848241722864e-06,random_local_offset,0.6,0.0,0.0,-1.8,-0.5,0.0,1011.9285897930777,True,False,False,0.2649815867031527,0.48460322618484497,0.6,0.34423979738616944,0.34423979738616944,0.25576020261383053,27,1.0,0.0,40.5,1014.2569278147197,running,0.0,77.12004089355469,0.1909988969564438
201,6,local_random_offsets,-1.2499305423251617,-0.14999810922494738,2.384358610487406e-06,random_local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1016.8851674439344,True,False,False,0.49153612354293935,0.4719064235687256,0.8276472678623423,0.3485716646285933,0.3485716646285933,0.47907560323374904,50,1.0,0.0,42.65,1014.9282376217061,running,0.0,25.669376373291016,0.19102901220321655
202,6,local_random_offsets,-1.2499319734396732,-0.14999804514099507,2.16042305996642e-06,random_local_offset,0.75,0.35,0.0,-1.8,-0.5,0.0,1017.2585529364462,True,False,False,0.5011442793514568,0.4671226441860199,0.8276472678623423,0.3425315373757078,0.3425315373757078,0.48511573048663453,51,1.0,0.0,42.65,1014.972551900667,running,-694.8786010742188,47.19429016113281,0.19082333147525787
203,6,local_random_offsets,-1.2499312153986981,-0.1499979569052758,2.322985440542118e-06,random_local_offset,0.75,0.35,0.0,-1.8,-0.5,0.0,1017.5811464180347,True,False,False,0.500326314215497,0.43890106678009033,0.8276472678623424,0.3411753151439368,0.3411753151439368,0.48647195271840565,50,1.0,0.0,43.8,1015.2794312387198,running,-656.744384765625,59.80403518676758,0.19094394147396088
204,6,local_random_offsets,-1.4499339194410366,-0.24999854303444718,2.2715214912801586e-06,random_local_offset,0.55,0.25,0.0,-2.0,-0.3,0.0,1011.6774253171156,True,False,False,0.2778976044713154,0.481033056974411,0.6041522986797286,0.34725613309729186,0.34725613309729186,0.2568961655824368,29,1.0,0.0,42.9,1015.0658138317664,running,0.0,136.27490234375,0.19047674536705017
205,6,local_random_offsets,-1.249931967814069,-0.1499979773705648,2.238655422502531e-06,random_local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.105125567265,True,False,False,0.5131669684175798,0.4515293836593628,0.8276472678623424,0.3425687452269229,0.3425687452269229,0.48507852263541956,54,1.0,0.0,43.1,1015.0361127065291,running,0.0,42.139137268066406,0.1905374675989151
206,6,local_random_offsets,-1.449931774027854,-0.24999843519296236,2.238109261088413e-06,random_local_offset,0.55,0.25,0.0,-1.8,-0.5,0.0,1012.1458136766572,True,False,False,0.2829792853235867,0.48578405380249023,0.6041522986797287,0.34394597959305506,0.34394597959305506,0.2602063190866737,31,1.0,0.0,42.1,1014.8203415175158,running,-664.62158203125,100.3240966796875,0.19114167988300323
207,6,local_random_offsets,-1.44993178319748,-0.24999846108785362,2.1809497919004727e-06,random_local_offset,0.55,0.25,0.0,-2.0,-0.3,0.0,1011.6091962337127,True,False,False,0.2781214396111345,0.4820966422557831,0.6041522986797285,0.3475856717119796,0.3475856717119796,0.2565666269677489,30,1.0,0.0,40.95,1014.5271764295736,running,-662.0419311523438,49.68791198730469,0.19066305458545685
208,6,local_random_offsets,-1.3999382981395398,-0.4999985814776772,2.249016010881884e-06,random_local_offset,0.6,0.0,0.0,-2.0,-0.5,0.0,1011.5695659063065,True,False,False,0.26261469637754675,0.4907270073890686,0.6000000000000001,0.3496563358907058,0.3496563358907058,0.25034366410929426,27,1.0,0.0,39.85,1014.255510677109,running,0.0,42.816436767578125,0.19035187363624573
