stamp_sec,nav2_linear_x,nav2_angular_z,drl_linear_x,drl_angular_z,linear_abs_diff,angular_abs_diff,angular_sign_disagreement,target_source,target_distance,target_heading,nearest_obstacle,safety_stop,drl_target_sign_disagreement,nav2_zero,drl_zero
1777713262.3700006,0.23263157894736847,0.1578947368421052,0.03999999910593033,0.13292358815670013,0.19263157984143814,0.024971148685405065,False,plan_lookahead,0.658,0.175,0.549,false,False,False,False
1777713262.4703577,0.23263157894736847,0.1578947368421052,0.03999999910593033,0.22821477055549622,0.19263157984143814,0.07032003371339102,False,plan_lookahead,0.658,0.175,0.549,false,False,False,False
1777713262.570691,0.23263157894736847,0.1578947368421052,0.03999999910593033,0.22821477055549622,0.19263157984143814,0.07032003371339102,False,plan_lookahead,0.621,0.337,0.566,false,False,False,False
1777713262.6713076,0.26,0.36842105263157887,0.03999999910593033,0.22821477055549622,0.22000000089406968,0.14020628207608266,False,plan_lookahead,0.621,0.337,0.566,false,False,False,False
1777713262.7717283,0.26,0.36842105263157887,0.03999999910593033,0.4893643260002136,0.22000000089406968,0.12094327336863475,False,plan_lookahead,0.621,0.337,0.566,false,False,False,False
1777713262.8720543,0.26,0.36842105263157887,0.03999999910593033,0.4893643260002136,0.22000000089406968,0.12094327336863475,False,plan_lookahead,0.593,0.419,0.583,false,False,False,False
1777713262.9726684,0.24631578947368427,0.26315789473684204,0.03999999910593033,0.4893643260002136,0.20631579036775394,0.2262064312633716,False,plan_lookahead,0.593,0.419,0.583,false,False,False,False
1777713263.0729856,0.24631578947368427,0.26315789473684204,0.03999999910593033,0.4753296971321106,0.20631579036775394,0.21217180239526856,False,plan_lookahead,0.593,0.419,0.583,false,False,False,False
1777713263.1735396,0.24631578947368427,0.26315789473684204,0.03999999910593033,0.4753296971321106,0.20631579036775394,0.21217180239526856,False,plan_lookahead,0.524,0.383,0.63,false,False,False,False
1777713263.2739913,0.23263157894736847,0.26315789473684204,0.03999999910593033,0.4753296971321106,0.19263157984143814,0.21217180239526856,False,plan_lookahead,0.524,0.383,0.63,false,False,False,False
1777713263.3743837,0.23263157894736847,0.26315789473684204,0.03999999910593033,0.41732650995254517,0.19263157984143814,0.15416861521570313,False,plan_lookahead,0.524,0.383,0.63,false,False,False,False
1777713263.4746928,0.23263157894736847,0.26315789473684204,0.03999999910593033,0.41732650995254517,0.19263157984143814,0.15416861521570313,False,plan_lookahead,0.45,0.338,0.662,false,False,False,False
1777713263.5753295,0.23263157894736847,0.1578947368421052,0.03999999910593033,0.41732650995254517,0.19263157984143814,0.25943177311043997,False,plan_lookahead,0.45,0.338,0.662,false,False,False,False
1777713263.6756518,0.23263157894736847,0.1578947368421052,0.03999999910593033,0.390697717666626,0.19263157984143814,0.23280298082452078,False,plan_lookahead,0.45,0.338,0.662,false,False,False,False
1777713263.7760494,0.23263157894736847,0.1578947368421052,0.03999999910593033,0.390697717666626,0.19263157984143814,0.23280298082452078,False,plan_lookahead,0.386,0.315,0.679,false,False,False,False
1777713263.877087,0.03921052631578947,0.0,0.03999999910593033,0.390697717666626,0.0007894727901408549,0.390697717666626,False,plan_lookahead,0.386,0.315,0.679,false,False,False,False
1777713263.9774477,0.03921052631578947,0.0,0.03999999910593033,0.36385461688041687,0.0007894727901408549,0.36385461688041687,False,plan_lookahead,0.386,0.315,0.679,false,False,False,False
1777713264.0778437,0.03921052631578947,0.0,0.03999999910593033,0.36385461688041687,0.0007894727901408549,0.36385461688041687,False,plan_lookahead,0.335,0.263,0.652,false,False,False,False
1777713264.178613,0.0,0.0,0.03999999910593033,0.36385461688041687,0.03999999910593033,0.36385461688041687,False,plan_lookahead,0.335,0.263,0.652,false,False,True,False
1777713264.2790058,0.0,0.0,0.03999999910593033,0.2891603708267212,0.03999999910593033,0.2891603708267212,False,plan_lookahead,0.335,0.263,0.652,false,False,True,False
1777713264.379402,0.0,0.0,0.03999999910593033,0.2891603708267212,0.03999999910593033,0.2891603708267212,False,plan_lookahead,0.011,-0.046,0.641,false,True,True,False
1777713264.4802213,0.0,0.0,0.03999999910593033,0.2891603708267212,0.03999999910593033,0.2891603708267212,False,plan_lookahead,0.011,-0.046,0.641,false,True,True,False
1777713264.5806875,0.0,0.0,0.03999999910593033,-0.800000011920929,0.03999999910593033,0.800000011920929,False,plan_lookahead,0.011,-0.046,0.641,false,False,True,False
1777713264.6810958,0.0,0.0,0.03999999910593033,-0.800000011920929,0.03999999910593033,0.800000011920929,False,plan_lookahead,0.006,-3.056,0.616,false,False,True,False
1777713264.781835,0.0,0.0,0.03999999910593033,-0.800000011920929,0.03999999910593033,0.800000011920929,False,plan_lookahead,0.006,-3.056,0.616,false,False,True,False
1777713264.8822818,0.0,0.0,0.05135592818260193,-0.33432409167289734,0.05135592818260193,0.33432409167289734,False,plan_lookahead,0.006,-3.056,0.616,false,False,True,False
1777713264.9826784,0.0,0.0,0.05135592818260193,-0.33432409167289734,0.05135592818260193,0.33432409167289734,False,plan_lookahead,0.032,-0.899,0.615,false,False,True,False
1777713265.083186,0.0,0.0,0.05135592818260193,-0.33432409167289734,0.05135592818260193,0.33432409167289734,False,plan_lookahead,0.032,-0.899,0.615,false,False,True,False
1777713265.1834779,0.0,0.0,0.06526776403188705,-0.7452186346054077,0.06526776403188705,0.7452186346054077,False,plan_lookahead,0.032,-0.899,0.615,false,False,True,False
1777713265.2839088,0.0,0.0,0.06526776403188705,-0.7452186346054077,0.06526776403188705,0.7452186346054077,False,plan_lookahead,0.035,-0.885,0.614,false,False,True,False
1777713265.3844106,0.0,0.0,0.06526776403188705,-0.7452186346054077,0.06526776403188705,0.7452186346054077,False,plan_lookahead,0.035,-0.885,0.614,false,False,True,False
1777713265.4847422,0.0,0.0,0.06533865630626678,-0.7460026144981384,0.06533865630626678,0.7460026144981384,False,plan_lookahead,0.035,-0.885,0.614,false,False,True,False
1777713265.5850987,0.0,0.0,0.06533865630626678,-0.7460026144981384,0.06533865630626678,0.7460026144981384,False,plan_lookahead,0.035,-0.885,0.616,false,False,True,False
1777713265.6855164,0.0,0.0,0.06533865630626678,-0.7460026144981384,0.06533865630626678,0.7460026144981384,False,plan_lookahead,0.035,-0.885,0.616,false,False,True,False
1777713265.7858295,0.0,0.0,0.06589449942111969,-0.7520303130149841,0.06589449942111969,0.7520303130149841,False,plan_lookahead,0.035,-0.885,0.616,false,False,True,False
1777713265.8861973,0.0,0.0,0.06589449942111969,-0.7520303130149841,0.06589449942111969,0.7520303130149841,False,plan_lookahead,0.035,-0.885,0.621,false,False,True,False
1777713265.9867632,0.0,0.0,0.06589449942111969,-0.7520303130149841,0.06589449942111969,0.7520303130149841,False,plan_lookahead,0.035,-0.885,0.621,false,False,True,False
1777713266.0872653,0.0,0.0,0.06547685712575912,-0.7476803064346313,0.06547685712575912,0.7476803064346313,False,plan_lookahead,0.035,-0.885,0.621,false,False,True,False
1777713266.1876793,0.0,0.0,0.06547685712575912,-0.7476803064346313,0.06547685712575912,0.7476803064346313,False,plan_lookahead,0.035,-0.885,0.625,false,False,True,False
1777713266.2882986,0.0,0.0,0.06547685712575912,-0.7476803064346313,0.06547685712575912,0.7476803064346313,False,plan_lookahead,0.035,-0.885,0.625,false,False,True,False
1777713266.3886433,0.0,0.0,0.06517619639635086,-0.7442059516906738,0.06517619639635086,0.7442059516906738,False,plan_lookahead,0.035,-0.885,0.625,false,False,True,False
1777713266.488936,0.0,0.0,0.06517619639635086,-0.7442059516906738,0.06517619639635086,0.7442059516906738,False,plan_lookahead,0.035,-0.885,0.612,false,False,True,False
1777713266.5895872,0.0,0.0,0.06517619639635086,-0.7442059516906738,0.06517619639635086,0.7442059516906738,False,plan_lookahead,0.035,-0.885,0.612,false,False,True,False
1777713266.689923,0.0,0.0,0.06501298397779465,-0.7422632575035095,0.06501298397779465,0.7422632575035095,False,plan_lookahead,0.035,-0.885,0.612,false,False,True,False
1777713266.79036,0.0,0.0,0.06501298397779465,-0.7422632575035095,0.06501298397779465,0.7422632575035095,False,plan_lookahead,0.035,-0.885,0.617,false,False,True,False
1777713266.8909,0.0,0.0,0.06501298397779465,-0.7422632575035095,0.06501298397779465,0.7422632575035095,False,plan_lookahead,0.035,-0.885,0.617,false,False,True,False
1777713266.9912806,0.0,0.0,0.06485699862241745,-0.7384313344955444,0.06485699862241745,0.7384313344955444,False,plan_lookahead,0.035,-0.885,0.617,false,False,True,False
1777713267.0915768,0.0,0.0,0.06485699862241745,-0.7384313344955444,0.06485699862241745,0.7384313344955444,False,plan_lookahead,0.035,-0.885,0.611,false,False,True,False
1777713267.1921704,0.0,0.0,0.06485699862241745,-0.7384313344955444,0.06485699862241745,0.7384313344955444,False,plan_lookahead,0.035,-0.885,0.611,false,False,True,False
1777713267.2924845,0.0,0.0,0.0686626136302948,-0.7781819701194763,0.0686626136302948,0.7781819701194763,False,plan_lookahead,0.035,-0.885,0.611,false,False,True,False
1777713267.3928802,0.0,0.0,0.0686626136302948,-0.7781819701194763,0.0686626136302948,0.7781819701194763,False,plan_lookahead,0.035,-0.885,0.618,false,False,True,False
1777713267.4934616,0.0,0.0,0.06499002128839493,-0.7416079044342041,0.06499002128839493,0.7416079044342041,False,plan_lookahead,0.035,-0.885,0.618,false,False,True,False
1777713267.593867,0.0,0.0,0.06499002128839493,-0.7416079044342041,0.06499002128839493,0.7416079044342041,False,plan_lookahead,0.035,-0.885,0.615,false,False,True,False
1777713267.694532,0.0,0.0,0.06497672200202942,-0.7413889765739441,0.06497672200202942,0.7413889765739441,False,plan_lookahead,0.035,-0.885,0.615,false,False,True,False
1777713267.7949066,0.0,0.0,0.06497672200202942,-0.7413889765739441,0.06497672200202942,0.7413889765739441,False,plan_lookahead,0.035,-0.885,0.621,false,False,True,False
1777713267.8956404,0.0,0.0,0.06857521831989288,-0.777694582939148,0.06857521831989288,0.777694582939148,False,plan_lookahead,0.035,-0.885,0.621,false,False,True,False
1777713267.9960341,0.0,0.0,0.06857521831989288,-0.777694582939148,0.06857521831989288,0.777694582939148,False,plan_lookahead,0.035,-0.885,0.627,false,False,True,False
1777713268.0966473,0.0,0.0,0.06524442881345749,-0.744981586933136,0.06524442881345749,0.744981586933136,False,plan_lookahead,0.035,-0.885,0.627,false,False,True,False
1777713268.1969879,0.0,0.0,0.06524442881345749,-0.744981586933136,0.06524442881345749,0.744981586933136,False,plan_lookahead,0.035,-0.885,0.62,false,False,True,False
1777713268.2975352,0.0,0.0,0.06524430960416794,-0.7449802756309509,0.06524430960416794,0.7449802756309509,False,plan_lookahead,0.035,-0.885,0.62,false,False,True,False
1777713268.3979313,0.0,0.0,0.06524430960416794,-0.7449802756309509,0.06524430960416794,0.7449802756309509,False,plan_lookahead,0.035,-0.885,0.625,false,False,True,False
1777713268.4984765,0.0,0.0,0.06887102872133255,-0.7795006632804871,0.06887102872133255,0.7795006632804871,False,plan_lookahead,0.035,-0.885,0.625,false,False,True,False
1777713268.598817,0.0,0.0,0.06887102872133255,-0.7795006632804871,0.06887102872133255,0.7795006632804871,False,plan_lookahead,0.035,-0.885,0.614,false,False,True,False
1777713268.699341,0.0,0.0,0.06524196267127991,-0.7448317408561707,0.06524196267127991,0.7448317408561707,False,plan_lookahead,0.035,-0.885,0.614,false,False,True,False
1777713268.799652,0.0,0.0,0.06524196267127991,-0.7448317408561707,0.06524196267127991,0.7448317408561707,False,plan_lookahead,0.035,-0.885,0.614,false,False,True,False
1777713268.9003012,0.0,0.0,0.06625824421644211,-0.7557858228683472,0.06625824421644211,0.7557858228683472,False,plan_lookahead,0.035,-0.885,0.614,false,False,True,False
1777713269.0006902,0.0,0.0,0.06625824421644211,-0.7557858228683472,0.06625824421644211,0.7557858228683472,False,plan_lookahead,0.035,-0.885,0.612,false,False,True,False
1777713269.1013813,0.0,0.0,0.0688219889998436,-0.7791334390640259,0.0688219889998436,0.7791334390640259,False,plan_lookahead,0.035,-0.885,0.612,false,False,True,False
1777713269.201772,0.0,0.0,0.0688219889998436,-0.7791334390640259,0.0688219889998436,0.7791334390640259,False,plan_lookahead,0.035,-0.885,0.619,false,False,True,False
1777713269.302632,0.0,0.0,0.06883622705936432,-0.7792162299156189,0.06883622705936432,0.7792162299156189,False,plan_lookahead,0.035,-0.885,0.619,false,False,True,False
1777713269.403044,0.0,0.0,0.06883622705936432,-0.7792162299156189,0.06883622705936432,0.7792162299156189,False,plan_lookahead,0.035,-0.885,0.622,false,False,True,False
1777713269.5037594,0.0,1.0,0.06883622705936432,-0.7792162299156189,0.06883622705936432,1.779216229915619,True,plan_lookahead,0.035,-0.885,0.622,false,False,False,False
1777713269.604144,0.0,1.0,0.0660768374800682,-0.7539207339286804,0.0660768374800682,1.7539207339286804,True,plan_lookahead,0.035,-0.885,0.622,false,False,False,False
1777713269.7047803,0.0,1.0,0.0660768374800682,-0.7539207339286804,0.0660768374800682,1.7539207339286804,True,plan_lookahead,0.035,-0.885,0.604,false,False,False,False
1777713269.805428,0.0,1.0,0.0660768374800682,-0.7539207339286804,0.0660768374800682,1.7539207339286804,True,plan_lookahead,0.035,-0.885,0.604,false,False,False,False
1777713269.905901,0.0,1.0,0.06661749631166458,-0.7592810988426208,0.06661749631166458,1.7592810988426208,True,plan_lookahead,0.035,-0.885,0.604,false,False,False,False
1777713270.0063157,0.0,1.0,0.06661749631166458,-0.7592810988426208,0.06661749631166458,1.7592810988426208,True,plan_lookahead,0.035,-0.885,0.62,false,False,False,False
1777713270.1072505,0.0,1.0,0.06661749631166458,-0.7592810988426208,0.06661749631166458,1.7592810988426208,True,plan_lookahead,0.035,-0.885,0.62,false,False,False,False
